10 10
8 8
7 7
14 14
17 15
13 13
25 18
8 8
10 10
7 7
11 11
21 18
22 19
11 11
9 9
20 16
21 18
2 2
5 5
4 4
13 12
17 15
42 18
25 18
8 8
1 1
17 14
15 15
21 18
4 4
12 12
40 20
15 14
14 14
17 14
18 16
15 15
6 6
14 14
11 11
9 9
15 14
20 18
8 8
515 22
9 9
11 11
1 1
6 6
2 2
4 4
21 19
15 14
17 15
13 13
22 20
12 12
20 18
20 18
3 3
2 2
9 9
24 20
6 6
21 19
4 4
16 14
24 17
3 3
10 10
8 8
15 13
10 10
16 15
21 17
15 14
3 3
11 11
2 2
16 15
5 5
18 15
19 18
12 11
18 15
12 12
18 15
19 17
23 16
3 3
16 15
4 4
16 15
12 11
5 5
11 11
10 10
16 15
4 4
2 2
node_expanded_min: 1
max_node_expanded_min: 1
node_expanded_max: 515
max_node_expanded_max: 22
node_expanded_medium: 13
max_node_expanded_medium: 12
node_expanded_average: 17.92
max_node_expanded_average: 11.49
