42 26
31 23
64 28
63 31
64 32
27 19
64 34
55 34
64 34
64 32
63 29
23 18
64 31
62 28
63 31
60 31
50 31
47 32
62 31
61 30
4 3
39 25
59 30
35 27
52 26
24 18
49 31
32 23
64 35
36 26
36 26
62 28
64 26
64 34
38 27
64 26
17 13
44 26
62 30
64 34
64 31
60 29
27 21
44 27
44 29
64 31
64 33
58 27
58 26
49 28
61 26
64 34
63 28
64 34
64 31
64 28
63 32
64 34
64 30
49 30
60 29
62 31
57 32
55 33
64 29
63 33
64 34
7 6
63 27
58 26
62 28
64 34
47 26
57 29
44 27
58 31
64 28
52 30
59 26
45 27
64 34
18 15
36 25
62 32
64 34
53 27
34 25
34 25
59 32
38 27
60 28
39 24
5 4
64 31
53 34
10 8
64 31
23 19
63 33
64 31
64 27
64 31
64 31
51 31
64 34
41 26
37 24
53 28
7 6
64 27
64 33
8 6
7 6
7 6
17 13
56 28
63 29
63 33
42 28
38 27
64 32
64 27
63 31
64 34
1 0
35 25
33 26
38 27
58 33
64 32
53 34
59 31
32 24
35 25
62 35
50 30
64 31
60 29
64 34
64 31
55 33
63 29
29 20
41 24
54 28
64 28
59 35
61 32
43 29
43 26
node_expanded_min: 1
max_node_expanded_min: 0
node_expanded_max: 64
max_node_expanded_max: 35
node_expanded_medium: 59
max_node_expanded_medium: 29
node_expanded_average: 50.5267
max_node_expanded_average: 27.3467
