33 33
50 49
60 54
15 15
20 19
34 34
64 56
55 53
56 54
13 13
42 41
8 8
47 46
17 17
31 31
26 26
31 30
62 52
58 52
21 21
2 2
5 5
64 54
27 27
21 20
14 14
4 4
13 13
30 30
59 53
19 19
40 39
25 25
6 6
49 47
61 56
14 14
31 31
20 20
27 27
9 9
46 46
16 15
20 20
38 37
41 40
11 11
45 44
27 26
48 46
53 51
44 44
57 53
34 33
27 26
24 24
39 38
23 23
56 53
31 31
9 9
47 46
18 18
4 4
40 39
51 48
38 37
2 2
11 11
35 34
61 55
23 23
22 22
47 46
63 54
48 46
38 37
9 9
47 46
4 4
23 22
6 6
37 37
48 47
6 6
51 50
7 7
19 19
18 18
61 53
12 12
53 48
2 2
9 9
48 47
4 4
62 56
54 50
51 48
22 22
9 9
12 12
53 51
56 53
21 20
35 35
33 33
44 44
2 2
8 8
46 44
40 38
2 2
2 2
56 54
24 24
48 48
51 48
5 5
60 51
33 33
40 39
53 50
21 21
1 1
59 55
60 55
34 33
28 28
41 40
5 5
18 18
54 51
22 21
28 28
46 45
60 54
9 9
25 24
40 40
7 7
24 23
5 5
18 18
20 20
14 14
55 53
22 22
23 23
38 38
node_expanded_min: 1
max_node_expanded_min: 1
node_expanded_max: 64
max_node_expanded_max: 56
node_expanded_medium: 31
max_node_expanded_medium: 30
node_expanded_average: 31.22
max_node_expanded_average: 29.9267
