22 4
69 5
64 5
4 2
31 4
45 4
31 4
36 4
6 2
45 4
43 4
63 5
16 3
51 4
5 2
9 3
19 3
38 4
54 5
40 4
50 5
9 3
39 4
74 6
42 4
29 4
90 6
45 4
16 3
35 4
60 5
5 2
64 5
38 4
45 5
101 6
9 3
46 5
38 4
57 5
4 2
34 4
67 5
25 4
33 4
94 6
19 3
34 4
42 4
6 2
21 3
10 3
31 4
24 3
38 4
47 4
61 5
69 5
35 4
38 4
12 3
41 4
74 5
59 5
90 6
43 4
41 4
85 6
19 3
54 5
21 3
25 3
12 3
24 3
63 5
46 5
65 5
58 5
31 4
27 4
58 5
6 2
41 4
60 5
70 5
42 4
43 4
10 3
8 2
34 4
22 4
37 4
37 4
35 4
69 5
33 4
72 5
49 5
57 5
33 4
59 5
66 5
106 6
43 4
25 4
45 4
16 3
24 3
61 5
44 4
31 4
52 5
12 3
68 5
61 5
75 5
93 6
63 5
54 5
35 4
33 4
61 5
1 1
41 4
42 4
1 1
69 5
30 4
35 4
49 5
42 4
27 3
43 4
1 1
60 5
16 3
69 5
1 1
20 4
27 4
58 5
46 4
49 5
57 5
10 3
40 4
16 3
9 3
61 5
45 5
node_expanded_min: 1
max_node_expanded_min: 1
node_expanded_max: 106
max_node_expanded_max: 6
node_expanded_medium: 41
max_node_expanded_medium: 4
node_expanded_average: 40.7533
max_node_expanded_average: 4.06
