16 11
25 10
25 16
3 2
20 12
24 15
20 12
21 12
5 4
24 15
23 13
25 15
12 9
23 12
4 3
7 5
14 9
23 15
23 15
24 16
23 15
7 5
22 11
25 12
23 13
18 11
25 11
24 16
12 9
22 12
25 11
4 3
25 16
22 11
24 12
25 15
7 5
24 12
21 11
24 15
3 2
22 15
25 12
19 14
22 15
25 13
14 10
22 15
23 12
5 4
15 11
8 6
19 10
16 9
23 15
23 15
23 10
25 16
21 11
24 16
9 6
24 16
25 12
25 15
25 15
23 11
21 10
25 12
14 10
25 12
15 10
17 10
10 8
16 9
25 15
24 12
25 15
25 11
20 12
18 11
25 12
5 4
23 12
25 15
25 15
24 15
23 13
8 6
7 6
21 12
16 11
23 15
20 10
22 15
25 16
22 16
25 11
24 11
25 15
22 15
25 15
25 15
25 15
23 15
18 12
24 11
12 9
16 10
25 12
23 11
20 12
25 15
10 8
25 13
25 12
25 11
25 12
25 15
23 15
21 12
22 15
25 15
1 0
23 15
23 15
1 0
25 13
20 12
22 15
24 16
24 11
17 10
23 11
1 0
25 15
13 10
25 16
1 0
15 11
19 12
25 12
23 15
24 11
25 15
8 6
23 12
13 10
7 5
25 16
24 12
node_expanded_min: 1
max_node_expanded_min: 0
node_expanded_max: 25
max_node_expanded_max: 16
node_expanded_medium: 23
max_node_expanded_medium: 12
node_expanded_average: 19.6467
max_node_expanded_average: 11.54
