18 15
10 10
17 15
2 2
7 7
4 4
7 7
12 11
2 2
4 4
9 9
16 16
19 18
4 4
2 2
4 4
13 12
22 18
8 8
16 15
6 6
6 6
5 5
24 17
10 9
17 15
9 9
4 4
3 3
22 17
15 12
2 2
17 15
14 13
8 8
17 15
4 4
8 8
13 13
25 19
2 2
7 7
24 20
7 7
5 5
23 19
3 3
5 5
16 14
2 2
3 3
15 14
21 17
3 3
22 18
4 4
13 12
9 8
18 15
14 13
13 12
12 11
7 6
10 10
21 17
7 7
5 5
9 9
3 3
15 14
3 3
20 17
21 17
3 3
14 14
8 8
25 21
6 6
7 7
9 9
21 17
2 2
18 15
16 15
10 10
11 11
14 13
15 14
2 2
11 11
23 18
15 15
14 13
18 17
9 8
7 7
22 15
22 18
21 18
7 7
16 15
12 12
13 13
9 9
20 17
4 4
3 3
3 3
12 12
9 9
12 11
24 18
21 16
25 19
23 17
14 14
16 15
12 12
8 8
5 5
13 13
6 6
1 1
19 17
23 19
1 1
11 10
7 7
9 9
8 8
18 17
3 3
7 7
1 1
6 6
18 16
22 18
1 1
18 15
7 7
21 17
4 4
22 18
21 18
15 14
14 13
4 4
4 4
19 16
8 8
node_expanded_min: 1
max_node_expanded_min: 1
node_expanded_max: 25
max_node_expanded_max: 21
node_expanded_medium: 11
max_node_expanded_medium: 10
node_expanded_average: 11.5267
max_node_expanded_average: 10.3267
