33 6
18 5
149 9
116 8
142 8
20 3
80 7
44 5
76 7
92 7
82 8
8 3
138 8
48 8
13 6
49 6
39 7
40 6
93 7
64 8
2 2
6 3
55 7
19 5
77 7
10 3
16 5
37 6
55 6
18 5
32 5
112 8
91 7
77 7
31 6
160 9
12 3
37 4
110 7
129 8
94 8
70 6
4 3
21 6
40 5
71 6
104 8
93 7
56 6
30 5
112 8
96 7
62 6
107 8
127 8
71 6
39 5
160 9
159 9
59 6
73 7
100 7
52 6
68 6
96 8
70 7
180 9
2 2
63 7
76 7
70 8
173 8
12 5
77 7
39 6
54 6
142 8
51 6
88 6
51 6
96 7
11 3
32 5
115 8
77 7
59 7
40 6
14 4
74 7
23 4
86 6
12 5
2 2
89 7
20 4
6 3
61 6
12 3
70 7
184 10
124 8
70 6
80 7
51 5
116 7
36 4
32 5
74 7
2 2
140 9
88 7
8 3
2 2
2 2
14 3
73 6
98 7
70 7
29 5
22 4
108 7
30 6
41 5
96 8
1 1
19 4
20 5
31 5
43 6
125 8
29 5
96 8
5 3
34 5
70 7
57 6
102 7
72 7
96 7
71 7
51 5
98 8
21 5
19 6
53 6
140 9
46 5
77 8
6 3
56 7
node_expanded_min: 1
max_node_expanded_min: 1
node_expanded_max: 184
max_node_expanded_max: 10
node_expanded_medium: 59
max_node_expanded_medium: 6
node_expanded_average: 63.1267
max_node_expanded_average: 6.03333
