22 16
31 26
63 35
49 31
62 40
20 17
62 41
37 28
50 31
43 32
39 26
9 8
60 30
29 19
31 22
51 33
34 23
33 23
53 37
39 23
11 9
19 15
39 25
24 18
50 35
12 10
19 14
32 24
31 22
31 26
31 23
59 38
62 34
39 27
31 23
64 38
12 10
35 28
55 35
60 37
50 29
54 37
17 14
35 28
26 20
32 25
51 33
42 26
17 13
47 33
57 36
56 33
59 38
51 35
56 36
57 40
32 24
53 30
59 31
36 25
56 30
57 38
47 37
49 36
63 35
52 34
64 35
12 10
58 30
47 33
35 22
59 38
34 25
48 30
26 20
54 36
49 30
24 17
45 27
38 25
32 21
5 4
36 28
61 36
39 27
45 31
37 28
24 18
57 39
26 20
36 25
11 8
10 8
42 30
33 26
10 8
46 29
14 12
52 34
64 37
53 32
20 16
32 22
21 18
43 28
27 22
35 26
30 21
10 8
61 37
59 39
8 6
12 10
7 6
12 10
50 31
53 37
52 34
8 6
25 20
48 33
57 38
56 41
44 29
1 0
32 25
20 15
33 26
42 30
54 34
10 8
54 32
25 20
35 28
40 29
41 30
63 38
46 30
52 37
47 33
21 18
44 29
8 6
35 25
50 33
61 40
42 32
49 29
24 19
40 26
node_expanded_min: 1
max_node_expanded_min: 0
node_expanded_max: 64
max_node_expanded_max: 41
node_expanded_medium: 40
max_node_expanded_medium: 28
node_expanded_average: 38.7267
max_node_expanded_average: 26.1133
