35 26
29 24
88 45
84 62
65 44
129 86
53 35
26 22
60 41
174 87
26 19
190 112
24 20
44 36
69 58
111 64
19 15
139 74
163 80
69 53
101 74
145 80
160 96
130 69
182 112
172 90
134 91
135 69
55 34
150 91
100 58
115 80
88 67
122 66
112 71
116 74
27 20
174 82
107 59
91 45
145 80
31 23
122 53
84 62
114 65
33 27
29 23
69 41
128 74
71 50
59 49
21 17
100 55
214 126
40 33
214 120
25 20
76 46
151 88
95 71
69 54
139 63
73 42
171 97
178 109
39 32
87 67
162 98
159 95
87 61
64 38
84 61
121 70
141 85
68 49
76 52
151 95
52 40
60 45
44 36
57 47
99 69
16 13
48 30
95 47
159 84
216 108
79 60
27 21
32 25
93 76
118 84
88 67
81 48
111 68
114 83
95 59
116 71
104 71
97 50
75 43
178 95
220 96
47 34
59 45
96 71
150 81
90 57
66 41
23 15
50 38
14 12
82 47
14 12
40 33
80 62
93 72
24 18
189 106
214 127
16 14
41 32
89 66
87 51
86 55
129 81
79 61
57 47
29 23
123 71
42 34
54 40
61 48
16 14
60 49
39 30
167 94
72 56
98 66
82 65
117 91
55 40
44 28
84 63
123 70
101 70
95 65
58 39
11 9
40 34
node_expanded_min: 11
max_node_expanded_min: 9
node_expanded_max: 220
max_node_expanded_max: 127
node_expanded_medium: 87
max_node_expanded_medium: 58
node_expanded_average: 91.0867
max_node_expanded_average: 57.5667
