30 5
15 4
101 8
100 6
115 8
236 9
67 8
20 5
109 7
372 10
22 5
27 9
82 6
77 6
227 9
174 8
51 6
237 9
374 10
111 7
154 8
539 13
267 11
337 10
246 11
448 13
193 11
225 9
137 8
420 11
129 8
82 7
84 9
208 9
185 9
268 9
40 6
356 10
169 9
174 9
17 8
31 6
338 11
100 6
239 9
38 5
93 7
120 8
308 10
121 7
229 9
18 4
360 11
137 9
27 4
591 13
41 5
129 8
248 9
71 6
155 7
367 11
203 11
644 14
215 10
28 5
147 8
254 10
263 9
104 7
88 9
155 8
258 9
349 10
83 6
120 8
276 10
117 8
123 7
24 6
89 8
225 9
16 3
77 7
182 9
302 9
477 12
80 6
92 7
28 5
125 8
184 8
83 8
102 7
253 11
195 9
103 7
172 10
218 9
204 10
143 8
293 10
586 13
86 7
52 7
153 9
347 11
120 9
161 8
58 8
50 6
10 3
197 9
12 3
27 4
144 8
65 6
58 7
396 12
54 9
10 3
59 6
68 8
138 8
132 8
234 9
110 7
213 9
10 5
167 8
31 4
79 7
37 5
21 3
104 6
59 6
437 10
108 7
249 9
295 10
213 9
160 9
101 8
75 8
37 6
177 8
172 8
79 6
15 3
82 7
node_expanded_min: 10
max_node_expanded_min: 3
node_expanded_max: 644
max_node_expanded_max: 14
node_expanded_medium: 129
max_node_expanded_medium: 8
node_expanded_average: 162.187
max_node_expanded_average: 7.94667
