225 143
257 139
342 186
90 63
286 116
280 174
84 65
82 62
478 152
96 62
154 96
142 95
237 159
294 172
97 59
106 78
625 392
85 70
354 175
82 68
123 79
552 312
205 117
276 186
87 62
83 50
216 149
89 61
385 126
160 93
595 185
304 180
441 250
401 205
183 111
86 64
179 112
408 215
336 155
65 52
260 167
260 202
498 244
119 96
271 150
199 123
75 61
388 196
84 60
159 103
361 228
410 197
147 95
390 154
563 276
277 139
390 233
87 63
286 185
70 49
115 77
179 104
171 87
311 143
91 73
248 147
103 71
117 72
59 43
161 111
94 71
389 196
126 75
114 63
181 65
91 66
56 46
220 101
275 215
44 31
51 35
135 85
572 188
346 200
540 192
205 113
323 116
114 89
352 276
158 103
717 361
434 182
172 115
356 180
201 145
284 185
450 177
460 298
434 214
290 146
697 309
248 132
175 121
163 120
103 76
541 300
156 80
240 190
215 172
228 93
180 105
463 276
140 79
329 192
192 123
328 168
194 119
88 67
406 176
193 113
708 337
374 250
332 140
316 172
121 95
122 85
225 160
101 74
250 172
457 194
330 200
235 168
147 92
53 43
142 92
317 143
166 80
228 130
205 145
278 183
453 265
163 115
217 106
342 178
260 121
660 310
130 102
426 205
162 115
52 38
node_expanded_min: 44
max_node_expanded_min: 31
node_expanded_max: 717
max_node_expanded_max: 392
node_expanded_medium: 220
max_node_expanded_medium: 123
node_expanded_average: 252.36
max_node_expanded_average: 140.593
