378 377
2599 2574
4744 4700
5984 5927
2558 2535
510 509
5707 5648
1404 1395
5189 5129
1335 1318
6297 6203
658 652
3039 3014
2938 2908
5892 5832
3390 3360
6117 6054
4935 4877
4927 4869
5606 5558
1239 1229
1208 1202
1813 1800
3353 3326
6063 6003
3749 3722
2159 2140
3417 3381
2170 2142
5308 5245
2663 2632
652 648
6234 6156
4020 3986
252 251
635 632
3335 3307
3630 3600
3893 3851
2007 1993
4631 4589
5201 5159
1262 1252
5848 5792
147 147
1494 1481
1639 1627
2011 1990
536 535
3665 3636
4927 4884
2010 1990
4377 4337
6080 6023
3627 3596
4013 3978
3959 3912
3571 3533
4977 4931
1812 1797
1991 1971
5072 5018
5683 5629
3323 3285
5128 5080
4349 4304
1801 1785
3109 3081
5969 5894
2177 2149
847 842
3801 3774
5424 5379
2474 2457
4196 4159
3873 3832
4089 4047
5917 5860
2887 2860
4641 4602
6382 6323
5632 5580
984 978
5250 5210
1767 1754
5322 5277
6121 6046
3566 3533
6299 6216
1838 1812
56 56
651 648
759 757
4071 4033
4803 4760
3809 3776
1648 1635
2542 2520
5611 5558
4953 4891
3212 3184
3732 3698
5855 5796
3928 3888
2536 2511
1768 1754
3415 3379
2049 2029
3745 3701
4092 4050
59 59
2306 2287
2599 2574
3184 3149
5377 5327
220 220
1181 1165
1025 1014
1705 1692
4790 4740
2885 2857
733 729
3511 3486
4052 4020
1596 1585
3034 3010
1658 1649
2098 2083
2945 2915
4765 4724
3263 3231
4932 4877
3262 3225
4678 4635
3316 3287
6048 5962
2922 2896
1629 1616
3526 3494
988 981
2472 2451
3646 3618
1800 1785
2538 2507
1611 1599
1082 1074
2702 2677
6314 6231
5062 5009
3131 3101
node_expanded_min: 56
max_node_expanded_min: 56
node_expanded_max: 6382
max_node_expanded_max: 6323
node_expanded_medium: 3335
max_node_expanded_medium: 3307
node_expanded_average: 3303.91
max_node_expanded_average: 3271.84
