55 42
16 14
60 45
48 31
28 21
19 14
42 29
47 37
45 37
12 10
node_expanded_min: 12
max_node_expanded_min: 10
node_expanded_max: 60
max_node_expanded_max: 45
node_expanded_medium: 45
max_node_expanded_medium: 31
node_expanded_average: 37.2
max_node_expanded_average: 28
