11 4
2 2
14 4
13 4
8 3
10 3
21 4
10 4
7 3
3 2
node_expanded_min: 2
max_node_expanded_min: 2
node_expanded_max: 21
max_node_expanded_max: 4
node_expanded_medium: 10
max_node_expanded_medium: 4
node_expanded_average: 9.9
max_node_expanded_average: 3.3
