1 1
15 14
11 11
14 13
9 9
1 1
10 10
49 18
6 6
18 16
node_expanded_min: 1
max_node_expanded_min: 1
node_expanded_max: 49
max_node_expanded_max: 18
node_expanded_medium: 11
max_node_expanded_medium: 11
node_expanded_average: 13.4
max_node_expanded_average: 9.9
