113 4
29 4
30 3
35 4
116 5
117 4
16 3
11 3
7 2
7 2
node_expanded_min: 7
max_node_expanded_min: 2
node_expanded_max: 117
max_node_expanded_max: 5
node_expanded_medium: 30
max_node_expanded_medium: 4
node_expanded_average: 48.1
max_node_expanded_average: 3.4
