1264 9
4638 21
3057 19
14884 35
25903 57
208 5
5306 28
4794 18
3835 16
2404 15
node_expanded_min: 208
max_node_expanded_min: 5
node_expanded_max: 25903
max_node_expanded_max: 57
node_expanded_medium: 4638
max_node_expanded_medium: 19
node_expanded_average: 6629.3
max_node_expanded_average: 22.3
