719 190
1533 152
1298 181
1387 229
423 96
155 59
918 131
1973 162
680 190
766 169
node_expanded_min: 155
max_node_expanded_min: 59
node_expanded_max: 1973
max_node_expanded_max: 229
node_expanded_medium: 918
max_node_expanded_medium: 169
node_expanded_average: 985.2
max_node_expanded_average: 155.9
