158 6
1143 9
972 9
888 9
2629 16
153 5
2819 13
848 9
1432 11
1037 12
node_expanded_min: 153
max_node_expanded_min: 5
node_expanded_max: 2819
max_node_expanded_max: 16
node_expanded_medium: 1037
max_node_expanded_medium: 9
node_expanded_average: 1207.9
max_node_expanded_average: 9.9
