89 53
194 101
154 107
215 119
275 189
76 46
370 165
277 143
161 98
185 120
node_expanded_min: 76
max_node_expanded_min: 46
node_expanded_max: 370
max_node_expanded_max: 189
node_expanded_medium: 194
max_node_expanded_medium: 119
node_expanded_average: 199.6
max_node_expanded_average: 114.1
